6954.JT,,,,
6702.JT,,,,
7267.JT,,,,
8316.JT,,,,
8411.JT,,,,
8031.JT,,,,
8053.JT,ffd08b4d-e4f2-11ee-b30e-3774e444eabf,,,
8002.JT,,,,
8697.JT,,,,
8001.JT,,,,
8410.JT,ffd08b51-e4f2-11ee-b30e-3774e444eabf,,,
9020.JT,,,,
005930.KS,,,,
AZN.LN,,,,
RTN.LN,,,,
GSK.LN,,,,
BARC.LN,,,,
SPT.US,,,,
JD.US,,,,
PDD.US,,,,
NTES.US,,,,
BILI.US,,,,
BIDU.US,,,,
LI.US,,,,
FUTU.US,,,,
AMZN.US,,,,
NFLX.US,,,,
META.US,,,,
GOOGL.US,,,,
MSFT.US,,,,
DDOG.US,,,,
ZS.US,,,,
ADBE.US,,,,
ABNB.US,,,,
AAPL.US,,,,
MAR.US,,,,
MU.US,,,,
AMD.US,,,,
NVDA.US,,,,
INTC.US,,,,
QCOM.US,,,,
PYPL.US,,,,
TSLA.US,,,,
ZM.US,,,,
COST.US,,,,
AAL.US,,,,
AMAT.US,,,,
BYND.US,,,,
CZR.US,,,,
CRWD.US,,,,
DBX.US,,,,
ETSY.US,,,,
FFIE.US,ffd08b68-e4f2-11ee-b30e-3774e444eabf,Faraday Future Intelligent E,,not found
GILD.US,,,,
ILMN.US,,,,
IBKR.US,,,,
ISRG.US,,,,
LYFT.US,,,,
NVAX.US,,,,
HOOD.US,,,,
ROKU.US,ffd08b70-e4f2-11ee-b30e-3774e444eabf,Roku Inc,,not found
SBUX.US,,,,
TXN.US,ffd08b72-e4f2-11ee-b30e-3774e444eabf,Texas Instruments Inc,Texas Instruments Inc.,c4006e22-d481-11d5-8f83-f03a82eb7e91
UAL.US,,,,
GDS.US,,,,
MOMO.US,ffd08b75-e4f2-11ee-b30e-3774e444eabf,.GSPUMOMO,,not found
IMAB.US,ffd08b76-e4f2-11ee-b30e-3774e444eabf,I-Mab-Sponsored Adr,,not found
IQ.US,,,,
KC.US,,,,
ARM.US,,,,
AVGO.US,,,,
ASML.US,,,,
COIN.US,,,,
MRNA.US,,,,
SMCI.US,ffd08b7e-e4f2-11ee-b30e-3774e444eabf,Super Micro Computer Inc,Super Micro Computer Inc.,150a9b42-bfd4-46c4-96c6-7ed642a809c0
RIVN.US,,,,
PANW.US,,,,
WBD.US,,,,
MDB.US,,,,
ON.US,,,,
CMCSA.US,,,,
WYNN.US,,,,
LRCX.US,,,,
CME.US,,,,
MARA.US,ffd08b88-e4f2-11ee-b30e-3774e444eabf,Marathon Digital Holdings in,,not found
SNPS.US,,,,
TTD.US,ffd08b8a-e4f2-11ee-b30e-3774e444eabf,Trade Desk,,not found
MRVL.US,,,,
TRIP.US,,,,
LULU.US,,,,
JPM.US,,,,
SPOT.US,,,,
BABA.US,,,,
BEKE.US,,,,
NIO.US,,,,
XPEV.US,,,,
TSM.US,,,,
ORCL.US,,,,
AI.US,,,,
CRM.US,,,,
DIS.US,,,,
MGM.US,,,,
CCL.US,,,,
WFC.US,,,,
SQ.US,,,,
BA.US,,,,
FCX.US,,,,
SE.US,,,,
NKE.US,,,,
UBER.US,,,,
WMT.US,,,,
T.US,,,,
PFE.US,,,,
SHOP.US,,,,
AMC.US,,,,
AA.US,,,,
CAT.US,,,,
CVX.US,,,,
C.US,,,,
KO.US,,,,
DAL.US,,,,
DASH.US,,,,
F.US,,,,
YMM.US,,,,
GM.US,ffd08ba0-e4f2-11ee-b30e-3774e444eabf,General Motors Co,General Motors Co.,717bf020-63da-11d6-9d05-b70cd0eb373a
GS.US,ffd08ba1-e4f2-11ee-b30e-3774e444eabf,The Goldman Sachs Group,,not found
K.US,,,,
LVS.US,,,,
MA.US,,,,
MCD.US,,,,
MS.US,,,,
PLTR.US,,,,
RBLX.US,,,,
NOW.US,,,,
SNAP.US,,,,
SNOW.US,,,,
TEF.US,ffd08bac-e4f2-11ee-b30e-3774e444eabf,Telefonica Sa,Telefonica,74eb56a0-f333-11d5-9c53-cefb9d98b147
X.US,,,,
U.US,,,,
V.US,,,,
HUYA.US,,,,
EDU.US,,,,
QD.US,ffd08bb2-e4f2-11ee-b30e-3774e444eabf,,,
TAL.US,,,,
TME.US,,,,
VIPS.US,,,,
YSG.US,,,,
OXY.US,,,,
BAC.US,,,,
MMM.US,,,,
NVO.US,,,,
BX.US,,,,
MET.US,,,,
UNH.US,,,,
TM.US,,,,
DELL.US,ffd08bbf-e4f2-11ee-b30e-3774e444eabf,Dell Technologies,Dell Technologies Inc.,d8f34f5e-6345-11d6-8e5f-e2335b4908c2
COP.US,,,,
EL.US,,,,
VZ.US,,,,
FDX.US,,,,
GE.US,,,,
CVS.US,,,,
BLK.US,,,,
NET.US,,,,
AXP.US,,,,
ALB.US,,,,
TSN.US,,,,
KMB.US,,,,
LLY.US,,,,
TWLO.US,,,,
CHPT.US,,,,
GOLD.US,,,,
STM.US,,,,
TMO.US,,,,
NCLH.US,,,,
BRKb.US,ffd08bd3-e4f2-11ee-b30e-3774e444eabf,Berkshire Hathaway Inc-CL B,,not found
C38U.SI,,,,
A17U.SI,,,,
N2IU.SI,,,,
D01.SI,ffd08bd6-e4f2-11ee-b30e-3774e444eabf,,,
AJBU.SI,,,,
S68.SI,,,,
D05.SI,,,,
O39.SI,ffd08bda-e4f2-11ee-b30e-3774e444eabf,,,
F34.SI,,,,
Z74.SI,ffd08bdc-e4f2-11ee-b30e-3774e444eabf,,,
BN4.SI,,,,
C6L.SI,,,,
UBSG.SW,,,,
DTE.GY,,,,
SAP.GY,,,,
SIE.GY,ffd08be2-e4f2-11ee-b30e-3774e444eabf,Siemens AG-Reg,,not found
VOW3.GY,,,,
ALV.GY,,,,
BAYN.GY,,,,
PAH3.GY,,,,
